title,price,condition,year,trim,colour,transmission,drivetrain,fuel,kilometers,postal_code,date_posted,url
 2020 Toyota RAV4 SUNROOF R-CAM H-SEATS LOW KM WE FINANCE ALL CREDIT,42995.,Used,2020,SUNROOF R-CAM H-SEATS LOW KM WE FINANCE ALL CREDIT,Blue,Automatic,Front-wheel drive (FWD),Other,"7,126",N5W 3B9,2022-06-26,https://www.kijiji.ca/v-cars-trucks/london/2020-toyota-rav4-sunroof-r-cam-h-seats-low-km-we-finance-all-credit/m4151770
 2016 Toyota RAV4 XLE,22995.,Used,2016,XLE,Other,Automatic,Front-wheel drive (FWD),Other,"144,000",K9A 5V2,2022-07-26,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2016-toyota-rav4-xle/m4382158
"2019 Toyota RAV4 XLE W/ CarPlay, Toyota Safety Sense, Moonroof",36990.,Used,2019,"XLE W/ CarPlay, Toyota Safety Sense, Moonroof",Black,Automatic,All-wheel drive (AWD),Other,"40,393",N6B 1Z2,2022-07-25,https://www.kijiji.ca/v-cars-trucks/london/2019-toyota-rav4-xle-w-carplay-toyota-safety-sense-moonroof/m4381597
2021 Toyota RAV4 Prime SE AWD Hybrid Driver Assists Sunroof,71998.,Used,2021,SE AWD Hybrid Driver Assists Sunroof Heated Seats & Wheel,White,Automatic,All-wheel drive (AWD),Hybrid-Electric,"9,598",M2M 3V7,2022-05-27,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2021-toyota-rav4-prime-se-awd-hybrid-driver-assists-sunroof/m3911447
2017 Toyota RAV4 LE LE--AWD-HEATED CLOTH--LOW KM'S,28995.,Used,2017,LE,Red,Automatic,All-wheel drive (AWD),Gasoline,"61,850",N7M 1P6,2022-07-26,https://www.kijiji.ca/v-cars-trucks/chatham-kent/2017-toyota-rav4-le-le-awd-heated-cloth-low-kms/m4382103
2017 Toyota RAV4 LE,24500.,Used,2017,LE,Black,Automatic,Front-wheel drive (FWD),Gasoline,"82,075",L1P 1Z1,2022-07-26,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2017-toyota-rav4-le/m4381866
2018 Toyota RAV4 FB20,28995.,Used,2018,FB20,Black,Automatic,All-wheel drive (AWD),Gasoline,"70,828",K8N 4Z5,2022-07-26,https://www.kijiji.ca/v-cars-trucks/belleville/2018-toyota-rav4-fb20/m4381840
2019 Toyota RAV4 XLE,42995.,Used,2019,XLE,Red,Automatic,All-wheel drive (AWD),Gasoline,"40,033",L5L 3R2,2022-06-28,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2019-toyota-rav4-xle/m4162720
"2016 Toyota RAV4 Limited w/ Nav, Moonroof, Rearview Cam, Heated Front Seats",30490.,Used,2016,"Limited w/ Nav, Moonroof, Rearview Cam, Heated Front Seats",Blue,Automatic,All-wheel drive (AWD),Other,"61,800",N6B 1Z2,2022-03-14,https://www.kijiji.ca/v-cars-trucks/london/2016-toyota-rav4-limited-w-nav-moonroof-rearview-cam-heated-front-seats/m3416644
TOYOTA RAV 4,4500.,Used,2007,,Silver,Automatic,4 x 4,,267, Canada,2022-07-26,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/toyota-rav-4/1626577227
2010 Toyota Rav4 Sport V6,9800.,Used,2010,Sport,Grey,Automatic,All-wheel drive (AWD),Gasoline,"236,000", Canada,2022-07-26,https://www.kijiji.ca/v-cars-trucks/sudbury/2010-toyota-rav4-sport-v6/1626568351
2007 Toyota RAV4 4WD 4dr 4-cyl,10499.,Used,2007,4WD 4dr 4-cyl,Silver,Automatic,4 x 4,Gasoline,"150,995",L8G 5G2,2022-07-07,https://www.kijiji.ca/v-cars-trucks/hamilton/2007-toyota-rav4-4wd-4dr-4-cyl/m4225239
"2021 Toyota RAV4 XLE W/ CarPlay, Toyota Safety Sense, Moonroof",43990.,Used,2021,"XLE W/ CarPlay, Toyota Safety Sense, Moonroof",Red,Automatic,All-wheel drive (AWD),Other,"3,770",N6B 1Z2,2022-05-30,https://www.kijiji.ca/v-cars-trucks/london/2021-toyota-rav4-xle-w-carplay-toyota-safety-sense-moonroof/m3939595
2004 Toyota rav4,3900.,Used,2004,,Blue,Automatic,All-wheel drive (AWD),Gasoline,"277,000", Canada,2022-07-25,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2004-toyota-rav4/1626564461
"2015 Toyota RAV4 Limited W/ Limited Tech Package, Nav, JBL Sound System",26990.,Used,2015,"Limited W/ Limited Tech Package, Nav, JBL Sound System",White,Automatic,All-wheel drive (AWD),Other,"69,121",N6B 1Z2,2022-07-18,https://www.kijiji.ca/v-cars-trucks/london/2015-toyota-rav4-limited-w-limited-tech-package-nav-jbl-sound-system/m4310274
 2020 Toyota RAV4 Limited,46995.,Used,2020,Limited,White,Automatic,All-wheel drive (AWD),Gasoline,"15,777",N0A 1E0,2022-06-02,https://www.kijiji.ca/v-cars-trucks/hamilton/2020-toyota-rav4-limited/m3964829
Toyota Rav 4 2015,22000.,Used,2015,,White,Automatic,All-wheel drive (AWD),,"145,000", ON L6E,2022-07-25,https://www.kijiji.ca/v-cars-trucks/markham-york-region/toyota-rav-4-2015/1626517141
2008 TOYOTA RAV4 V6 AWD CERTIFIED EXTRA SNOW TIRES,12990.,Used,2008,Base,Silver,Automatic,4 x 4,Gasoline,"132,000",L4Y 2B8,2022-07-25,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2008-toyota-rav4-v6-awd-certified-extra-snow-tires/1623051553
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/toyota-rav4-hybrid-xle-2018-safety-included/1626550898
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2011-toyota-rav4-sport-v6-awd-leather-sunroof-heated-seats/m3709087
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/toyota-suv/1626543323
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/barrie/2017-toyota-rav-4-se-certified-warranty-incl-financing/1619666127
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2021-toyota-rav4-hybrid-le-awd-heated-seats-blind-spot/m4305646
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/guelph/2018-toyota-rav4-limited/m3183986
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2016-toyota-rav4-le/m3781770
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-toyota-rav4-suv-power-glass-sunroof-power-group-aux-usb-mint-cond/m4117204
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/sault-ste-marie/2020-toyota-rav4-limited-heated-and-cooled-seats-navigation/m4262696
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/london/2011-toyota-rav4-base/m4088102
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-toyota-rav4-hybrid-xle-awd-sunroof-heated-seats-steering-wheel/m4084854
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/brantford/2010-toyota-rav-4/1623900687
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-toyota-rav4-le/m4285375
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/trenton-on/2019-toyota-rav4-trail/m3489159
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2014-toyota-rav4/m3946038
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4/m3576854
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2020-toyota-rav4-le-safety-certified-carplay-android-auto/m4160769
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2014-toyota-rav4-xle/m4380482
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-toyota-rav4-hybrid-le/m3668145
2019 Toyota RAV4 LE,31998.,Used,2019,LE,Black,Automatic,All-wheel drive (AWD),Other,"60,291",L1C 3K7,2022-03-27,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2019-toyota-rav4-le/m3510137
2018 Toyota RAV4 LE,33888.,Used,2018,LE,Silver,Automatic,All-wheel drive (AWD),Gasoline,"59,111",K8A 7A5,2022-03-27,https://www.kijiji.ca/v-cars-trucks/pembroke/2018-toyota-rav4-le/m3509704
"2018 Toyota RAV4 XLE w/ Toyota Safety Sense, Backup Cam, Moonroof",28990.,Used,2018,"XLE w/ Toyota Safety Sense, Backup Cam, Moonroof",Silver,Automatic,Front-wheel drive (FWD),Other,"59,503",N6B 1Z2,2022-03-15,https://www.kijiji.ca/v-cars-trucks/london/2018-toyota-rav4-xle-w-toyota-safety-sense-backup-cam-moonroof/m3419588
"2019 RAV 4 XLE - private sale - 44,000 kms",36900.,Used,2019,SLE,Burgundy,Automatic,,,"44,000", L0R1Y0,2022-07-25,https://www.kijiji.ca/v-cars-trucks/st-catharines/2019-rav-4-xle-private-sale-44-000-kms/1626505177
2020 Toyota RAV4 XLE,44900.,Used,2020,XLE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"28,913",L1P 1Z1,2022-07-25,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2020-toyota-rav4-xle/m4380028
2020 Toyota RAV4 LE,37188.,Used,2020,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"15,684",L3R 1G9,2022-07-25,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-le/m4380080
"2019 Toyota RAV4 XLE HYBIRD, Reverse Camera, Heated Seats, Bluetoot",38795.,Used,2019,"XLE HYBIRD, Reverse Camera, Heated Seats, Bluetoot",Other,Automatic,Other,Hybrid-Electric,"129,870",L2G 0J6,2022-04-25,https://www.kijiji.ca/v-cars-trucks/st-catharines/2019-toyota-rav4-xle-hybird-reverse-camera-heated-seats-bluetoot/m3702831
Toyota Rav4,10000.,Used,2011,Base,Grey,Automatic,4 x 4,Gasoline,"277,573",M3J 2Z3,2022-07-25,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/toyota-rav4/1626489198
 2017 Toyota RAV4 LE * Lane Departure Alert * Heated Cloth Seats * Back Up Camera * Sport Mode * Eco,26995.,Used,2017,LE * Lane Departure Alert * Heated Cloth Seats * Back Up Camera * Sport Mode * Eco Mode * Cruise Control * Steering Wheel Contro,White,Automatic,Front-wheel drive (FWD),Gasoline,"75,737",N3H 4R7,2022-05-05,https://www.kijiji.ca/v-cars-trucks/cambridge/2017-toyota-rav4-le-lane-departure-alert-heated-cloth-seats-back-up-camera-sport-mode-eco/m3766392
2010 Toyota RAV4 Base,7900.,Used,2010,Base,Black,Automatic,4 x 4,Gasoline,"278,000",L1P 1Z1,2022-07-25,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2010-toyota-rav4-base/m4380027
2020 Toyota RAV4 XLE,40188.,Used,2020,XLE,White,Automatic,All-wheel drive (AWD),Gasoline,"36,536",L3R 1G9,2022-07-25,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-xle/m4380079
2020 Toyota RAV4 Trail LEATHER | HEATED SEATS | NAVIGATION,44088.,Used,2020,Trail,Green,Automatic,All-wheel drive (AWD),Gasoline,"45,493",L3R 1G9,2022-07-08,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-trail-leather-heated-seats-navigation/m4235536
2019 Toyota RAV4 XLE BLUETOOTH | REVERSE CAMERA | HEATED SEATS,37188.,Used,2019,XLE,Silver,Automatic,All-wheel drive (AWD),Gasoline,"40,150",L3R 1G9,2022-07-03,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-xle-bluetooth-reverse-camera-heated-seats/m4197711
2020 Toyota RAV4 LE INCOMING | REVERSE CAMERA | BLUETOOTH,37088.,Used,2020,LE,Silver,Automatic,All-wheel drive (AWD),Gasoline,"15,019",L3R 1G9,2022-07-25,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-le-incoming-reverse-camera-bluetooth/m4380077
2010 Toyota RAV4  FWD,7800.,Used,2010,,Red,,Front-wheel drive (FWD),Gasoline,"252,700", M9L1V5,2022-07-25,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2010-toyota-rav4-fwd/1624526941
2017 Toyota RAV4 XLE,28995.,Used,2017,XLE,White,Automatic,Front-wheel drive (FWD),Gasoline,"92,896",L7A 1A9,2022-04-01,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-toyota-rav4-xle/m3542632
2017 Toyota RAV4 XLE,27995.,Used,2017,XLE,Black,Automatic,Front-wheel drive (FWD),Gasoline,"106,295",L7A 1A9,2022-03-31,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-toyota-rav4-xle/m3530167
2017 Toyota RAV4 SE,27995.,Used,2017,SE,Other,Automatic,All-wheel drive (AWD),Gasoline,"125,135",L7A 1A9,2022-04-03,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-toyota-rav4-se/m3558334
2020 Toyota RAV4 LE AWD,34888.,Used,2020,LE AWD,White,Automatic,All-wheel drive (AWD),Gasoline,"30,151",J8M 1Y7,2022-07-18,https://www.kijiji.ca/v-cars-trucks/gatineau/2020-toyota-rav4-le-awd/m4307163
 2016 Toyota RAV4 LE,24500.,Used,2016,LE,White,Automatic,Front-wheel drive (FWD),Gasoline,"110,937",N2L 5Z6,2022-05-06,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2016-toyota-rav4-le/m3781770
Toyota RAV4 LE HYBRID,43800.,Used,2020,Hybrid LE,Silver,Automatic,All-wheel drive (AWD),Hybrid-Electric,"51,500",N2C 2L8,2022-07-25,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/toyota-rav4-le-hybrid/1624871729
2011 Toyota RAV4 Base,11999.,Used,2011,Base,Black,Automatic,Front-wheel drive (FWD),Gasoline,"160,587",N0L 1R0,2022-06-20,https://www.kijiji.ca/v-cars-trucks/london/2011-toyota-rav4-base/m4088102
2020 Toyota RAV4 XLE HEATED SEATS! SUNROOF!,36995.,Used,2020,XLE,Blue,Automatic,All-wheel drive (AWD),Gasoline,"37,950",P6B 5K7,2022-07-16,https://www.kijiji.ca/v-cars-trucks/sault-ste-marie/2020-toyota-rav4-xle-heated-seats-sunroof/m4297027
2018 Toyota RAV4 SE *NEW TIRES*NEW FRONT BRAKES*,31995.,Used,2018,SE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"44,560",P6B 5K7,2022-07-05,https://www.kijiji.ca/v-cars-trucks/sault-ste-marie/2018-toyota-rav4-se-new-tires-new-front-brakes/m4203172
2020 Toyota RAV4 LE HEATED SEATS! LOW KM!,33995.,Used,2020,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"23,310",P6B 5K7,2022-07-08,https://www.kijiji.ca/v-cars-trucks/sault-ste-marie/2020-toyota-rav4-le-heated-seats-low-km/m4236588
2010 Toyota RAV4 ***CERTIFIED | 4WD | NO ACCIDENTS***,9995.,Used,2010,***CERTIFIED | 4WD | NO ACCIDENTS***,Silver,Automatic,4 x 4,Gasoline,"270,652",M9W 6R9,2022-06-23,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2010-toyota-rav4-certified-4wd-no-accidents/m4122236
 2017 Toyota RAV4 LE! LOW KM'S! ALL WHEEL DRIVE!,27495.,Used,2017,LE! LOW KM'S! ALL WHEEL DRIVE!,Grey,Automatic,All-wheel drive (AWD),Other,"72,000",N5H 1J5,2022-06-24,https://www.kijiji.ca/v-cars-trucks/london/2017-toyota-rav4-le-low-kms-all-wheel-drive/m4135576
 2021 Toyota RAV4 XLE,40900.,Used,2021,XLE,White,Automatic,All-wheel drive (AWD),Other,"11,552",L6S 0C2,2022-07-25,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2021-toyota-rav4-xle/m4379414
2017 Toyota RAV4 ,26500.,Used,2017,LE,Grey,Automatic,Front-wheel drive (FWD),,"70,500", P0M1A0,2022-07-25,https://www.kijiji.ca/v-cars-trucks/sudbury/2017-toyota-rav4/1626480199
Toyota RAV4 LE FWD,19200.,Used,2017,FWD,Silver,Automatic,Front-wheel drive (FWD),Gasoline,"188,000",L3Y 6B7,2022-07-25,https://www.kijiji.ca/v-cars-trucks/markham-york-region/toyota-rav4-le-fwd/1626133198
2015 RAV4 LE AWD,22000.,Used,2015,LE,White,Automatic,All-wheel drive (AWD),Gasoline,"124,000","lle, ON",2022-07-25,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2015-rav4-le-awd/1626465333
 2019 Toyota RAV4 LE,32254.,Used,2019,LE,Red,Automatic,All-wheel drive (AWD),Gasoline,"57,001",N3T 5L8,2022-05-05,https://www.kijiji.ca/v-cars-trucks/brantford/2019-toyota-rav4-le/m3772407
2018 Toyota RAV4 LE LE|HEATED SEATS|ALLOYS|SAFETY SENSE|CAMERA,27999.,Used,2018,LE,Red,Automatic,Front-wheel drive (FWD),Gasoline,"61,858",L9T 0K2,2022-07-08,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-toyota-rav4-le-le-heated-seats-alloys-safety-sense-camera/m4234971
2018 Toyota RAV4 LE LE|HEATED SEATS|CAMERA|BLUETOOTH|TOUCH SC...,26487.,Used,2018,LE,White,Automatic,Front-wheel drive (FWD),Gasoline,"81,003",L9T 0K2,2022-06-27,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-toyota-rav4-le-le-heated-seats-camera-bluetooth-touch-sc/m4160036
2018 Toyota RAV4 LE,29365.,Used,2018,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"84,000",K2H 5Z2,2022-03-11,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-le/m3396328
Hybrid Limited Toyota RAV4 2021,55000.,Used,2021,Hybrid Limited,Black,Automatic,All-wheel drive (AWD),Hybrid-Electric,"98,000",M8V 1G8,2022-07-25,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/hybrid-limited-toyota-rav4-2021/1626479549
2019 Toyota RAV4 LE AWD LOADED NO ACCIDENTS,32499.,Used,2019,LE AWD LOADED NO ACCIDENTS,White,Automatic,All-wheel drive (AWD),Other,"78,744",N1H 6J2,2022-05-18,https://www.kijiji.ca/v-cars-trucks/guelph/2019-toyota-rav4-le-awd-loaded-no-accidents/m3857145
 2018 Toyota RAV4 LE,29995.,Used,2018,LE,Red,Automatic,All-wheel drive (AWD),Gasoline,"96,708",K7M 4Y3,2022-04-25,https://www.kijiji.ca/v-cars-trucks/kingston-on/2018-toyota-rav4-le/m3701576
 2021 Toyota RAV4 Prime SE,71995.,Used,2021,SE,Black,Automatic,All-wheel drive (AWD),Hybrid-Electric,"19,403",K7M 4Y3,2022-06-06,https://www.kijiji.ca/v-cars-trucks/kingston-on/2021-toyota-rav4-prime-se/m3990173
2018 Toyota RAV4 XLE HEATED STEERING WHEEL | BSM | PUSH START...,32888.,Used,2018,XLE,Purple,Automatic,All-wheel drive (AWD),Gasoline,"30,523",L3P 1B9,2022-07-18,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2018-toyota-rav4-xle-heated-steering-wheel-bsm-push-start/m4306648
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-xle-incoming-reverse-camera-bluetooth/m4306576
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/kingston-on/2019-toyota-rav4-xle/m3796963
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/kingston-on/2018-toyota-rav4-hybrid-le/m4038226
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-le-incoming-reverse-camera-bluetooth/m4306538
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2020-toyota-rav4-xle/m4306081
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2015-toyota-rav4-awd-4dr-limited/m4378884
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2020-toyota-rav4-hybrid-xle-hybrid-xle-awd-with-clean-carfax/m4145637
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-toyota-rav4-se/m4305957
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/cornwall-on/2021-toyota-rav4-limited/m3905867
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2015-rav4-le-awd/1626465333
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-xle/m4378275
 2018 Toyota RAV4 LE AWD - BACK-UP CAM! SAFETY SENSE! ALLOYS!,29999.,Used,2018,LE AWD - BACK-UP CAM! SAFETY SENSE! ALLOYS!,Silver,Automatic,All-wheel drive (AWD),Other,"56,220",N2G 2W2,2022-06-27,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2018-toyota-rav4-le-awd-back-up-cam-safety-sense-alloys/m4157682
2020 Toyota RAV4 LE Lane Departure Alert Bluetooth,33798.,Used,2020,LE Lane Departure Alert Bluetooth Backup Camera Heated Front Seats,White,Automatic,Front-wheel drive (FWD),Gasoline,"36,315",L7E 1M3,2022-04-26,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2020-toyota-rav4-le-lane-departure-alert-bluetooth/m3703884
2016 Toyota RAV4 Hybrid XLE SUNROOF | BACKUP CAMERA | HEATED...,30989.,Used,2016,XLE,Silver,Automatic,All-wheel drive (AWD),Hybrid-Electric,"122,000",N2J 2B2,2022-06-25,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2016-toyota-rav4-hybrid-xle-sunroof-backup-camera-heated/m4143228
 2013 Toyota RAV4 XLE FWD - NAV! BACK-UP CAM! SUNROOF!,17499.,Used,2013,XLE FWD - NAV! BACK-UP CAM! SUNROOF!,Brown,Automatic,Front-wheel drive (FWD),Other,"131,770",N2G 2W2,2022-07-25,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2013-toyota-rav4-xle-fwd-nav-back-up-cam-sunroof/m4378067
 2015 Toyota RAV4 LE AWD - BACK-UP CAM! HEATED SEATS!,20999.,Used,2015,LE AWD - BACK-UP CAM! HEATED SEATS!,Silver,Automatic,All-wheel drive (AWD),Other,"131,205",N2G 2W2,2022-07-25,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2015-toyota-rav4-le-awd-back-up-cam-heated-seats/m4378046
2018 Toyota RAV4 Heated Seats / Back Up Cam / Bluetooth!,25036.,Used,2018,Heated Seats / Back Up Cam / Bluetooth!,Grey,Automatic,Front-wheel drive (FWD),Other,"102,738",L1N 2K5,2022-07-07,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2018-toyota-rav4-heated-seats-back-up-cam-bluetooth/m4224053
Toyota RAV4 2008 model Car for sale in good condition ,7500.,Used,2008,,,Automatic,,,"241,344", L7C4G5,2022-07-25,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/toyota-rav4-2008-model-car-for-sale-in-good-condition/1626446248
 2018 Toyota RAV4 SE,30850.,Used,2018,SE,White,Automatic,All-wheel drive (AWD),Gasoline,"104,824",N0A 1E0,2022-05-26,https://www.kijiji.ca/v-cars-trucks/hamilton/2018-toyota-rav4-se/m3905264
2020 Toyota Rav4 XSE HYBRID,51000.,Used,2020,,Silver,Automatic,All-wheel drive (AWD),Hybrid-Electric,"62,000", Canada,2022-07-25,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2020-toyota-rav4-xse-hybrid/1626442671
2021 Toyota RAV4 XLE,40995.,Used,2021,XLE,White,Automatic,Front-wheel drive (FWD),Gasoline,"4,633",L7A 1A9,2022-07-10,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2021-toyota-rav4-xle/m4247342
2007 Toyota RAV4 (Great Condition),9000.,Used,2007,,Silver,Automatic,,Gasoline,"170,000", ON L3Y,2022-07-24,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2007-toyota-rav4-great-condition/1626436742
2014 Toyota RAV4 BACK UP CAM | HEATED SEATS | BLUE TOOTH |,19888.,Used,2014,BACK UP CAM | HEATED SEATS | BLUE TOOTH |,Silver,Automatic,Front-wheel drive (FWD),Other,"138,364",M1R 2Y5,2022-07-02,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2014-toyota-rav4-back-up-cam-heated-seats-blue-tooth/m4191514
TOYOTA RAV4,12000.,Used,2009,,Silver,Automatic,All-wheel drive (AWD),Gasoline,"169,000",M9B 4V5,2022-07-24,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/toyota-rav4/1626425518
TOYOTA RAV4,12000.,Used,2009,,,,,,"169,000",M9B 4V5,2022-07-24,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/toyota-rav4/1626425249
"2018 Toyota RAV4 XLE BLUETOOTH, BACKUP CAMERA, HEATED SEATS",33367.,Used,2018,"XLE BLUETOOTH, BACKUP CAMERA, HEATED SEATS",Black,Automatic,All-wheel drive (AWD),Gasoline,"49,823",K2E 1A6,2022-06-29,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-xle-bluetooth-backup-camera-heated-seats/m4170550
 2017 Toyota RAV4 LIMITED NAVI LEATHER SUNROOF CAMERA P/TAILGATE,26990.,Used,2017,LIMITED NAVI LEATHER SUNROOF CAMERA P/TAILGATE,White,Automatic,All-wheel drive (AWD),Gasoline,"117,618",M3J 2G4,2022-07-24,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4-limited-navi-leather-sunroof-camera-p-tailgate/m4377396
 2021 Toyota RAV4 XLE,43195.,Used,2021,XLE,Blue,Automatic,All-wheel drive (AWD),Gasoline,"7,018",L4W 0E7,2022-05-28,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2021-toyota-rav4-xle/m3922775
 2020 Toyota RAV4 LE,38495.,Used,2020,LE,White,Automatic,All-wheel drive (AWD),Gasoline,"67,128",K1B 5P5,2022-04-01,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-rav4-le/m3547938
2008 Toyota RAV4 7 passenger ,8900.,Used,2008,,Black,Automatic,All-wheel drive (AWD),Gasoline,"227,000", M3J2C6,2022-07-24,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2008-toyota-rav4-7-passenger/1626407611
2013 Toyota RAV4 Limited,18995.,Used,2013,Limited,Grey,Automatic,All-wheel drive (AWD),Gasoline,"175,000",N1R 3H3,2022-06-24,https://www.kijiji.ca/v-cars-trucks/cambridge/2013-toyota-rav4-limited/m4140607
2001 Toyota RAV4_3 YEAR WARRANTY_WE PRICE MATCH,5000.,Used,2001,SPORT,Other,,Other,Gasoline,"150,000",M6P 3L4,2022-07-24,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2001-toyota-rav4_3-year-warranty_we-price-match/m4377294
2001 RAV4 AWD Limited,4900.,Used,2001,AWD Limited,Silver,Automatic,,,"319,473", L9T6W6,2022-07-24,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2001-rav4-awd-limited/1626372219
